"","population","67","79","40","2","12","13","30","28","4","51","56","57","27","77","39","1","72","62","16","61","68","29","14","42","3","31","15","11","64","69","74","41","MWI067","MWI007","26","MWI008","MWI077","MWI009","MWI078","MWI010","MWI019","MWI036","MWI071","MWI079","MWI001","MWI011","MWI020","MWI062","MWI072","MWI080","MWI003","MWI014","MWI022","MWI038","MWI063","UTSC","MWI004","MWI015","MWI023","MWI039","MWI066","MWI005"
"1","67",0,0.0958554736197877,0.0839998047067662,0.0654700791934488,0.14549396700554,0.15401353539131,0.14975434105377,0.0898865586651639,0.0969688571219948,0.154299244983534,0.123938985557647,0.0802470667286568,0.156155299394865,0.138541641228786,0.101199676199695,0.154133388780844,0.109727656410053,0.112533217300223,0.134233303409611,0.162378930608782,0.163930824301461,0.13892671545753,0.0722574569048947,0.169803403182235,0.158410594393604,0.0704215510341544,0.0874622498299955,0.117022347243613,0.0817608037805508,0.130232872030635,0.140808116463864,0.114986595987105,0.144617663894407,0.148462703272105,0.108054335894621,0.132370021179203,0.136126009912418,0.124970164012685,0.107119596887533,0.148553943342217,0.112124602013596,0.105742793408152,0.119794981166475,0.133314482460372,0.0977006431151441,0.0793136354633681,0.12433577605668,0.0777828387232403,0.147261125383277,-0.0303362350601652,0.146702914166363,0.116955110870741,0.137335720801378,0.11408353469106,0.10239445494644,0.119884249689955,0.109624292331446,0.0972998218332152,0.140039580048972,0.107168869004266,0.121913367361015,0.0995284101948178
"2","79",0.0958554736197877,0,0.0242849517555789,0.0263697220116911,0.0820620201035053,0.0950483833171777,0.0643297475923375,0.000686823536773346,0.03022134634449,0.0649492960990505,0.0701836700636636,0.0285063107796767,0.07186659521685,0.0790680591377663,0.00735709055369181,0.0742617250517521,0.0522419262516747,0.0689249579210073,0.0192410834003755,0.102872025150507,0.0844139428899408,0.0512175835340942,0.0190659166399778,0.0771863175891973,0.0907971353669205,0.0146064608134464,0.00731018940173584,0.0510689206174217,0.0227601996355948,0.0250498447798862,0.020615153404511,0.00884232191980953,0.0083094992299752,0.0100279577453,-0.016551557844336,0.0162421620159887,0.013820685465499,0.0088600518389267,-0.00170426741811915,0.0466037949497728,-0.0335379757937203,-0.0362472599736957,0.0285258593477431,-0.00460439448826887,0.0130211847254083,0.00723071949912388,0.00656380530219086,-0.00913636748877016,0.0450040617384241,0.0632465939174792,0.0186936220775527,0.0188116350377062,0.0192195105632037,-0.00252740872297543,0.00729406975166245,0.00934769012322732,-0.0111644389396363,0.000439991877073115,0.0177352429393656,-0.0291531373409389,0.0415303050137453,0.015705752063897
"3","40",0.0839998047067662,0.0242849517555789,0,0.021855457068065,0.0834108041163813,0.0802688479589831,0.068164133937904,0.0315044589779006,0.0485563938764065,0.0582253193955088,0.0683339524575725,0.0133452986120723,0.0660517798059833,0.0970551708279782,0.00985400075651052,0.0867706285198801,0.0530220933943091,0.0609946256765953,0.030038792955474,0.120068562517211,0.0892787005418942,0.0615990082313575,0.0279751375488834,0.103454364023847,0.09056061700767,0.0070523758765957,0.0173785940999531,0.0430246322258383,0.0137998505363241,0.0695989344725113,0.0759366217787927,0.0170657617940795,0.063843090795406,0.0511105606473454,0.0459977788459945,0.00494752093861542,0.0165365101902998,0.0184072517625812,0.0330107472964616,0.0537279434824951,0.00457709380451494,0.00531313200562166,0.023688517529503,0.00456510878740377,0.0496008550719797,0.0153830108984722,0.04082290835639,-0.00535609385258645,0.0645250985459363,0.0657982187956932,0.0461724781753041,0.0264594849669678,0.0314786455674664,0.0382642334538727,0.00403353091789137,0.0123439738963797,0.0357323445137368,0.0110003437607425,0.0174752578033082,0.0346957126618144,0.0788895221037206,0.0592411220482146
"4","2",0.0654700791934488,0.0263697220116911,0.021855457068065,0,0.0861123816072041,0.0717050829263705,0.0791891866867546,0.00594059493912378,0.0273460666716351,0.0717386404634508,0.0590035296905535,0.0239753370502757,0.0393719211384811,0.0833534076629298,0.0239722091320171,0.0758646222154057,0.0506296985117458,0.0639133942449367,0.0260942198463081,0.0725524957319312,0.0878501087007556,0.0566400414133274,0.029536093072734,0.0921526812756966,0.0822601063127447,0.0208865104901181,0.0195423377694051,0.033707760343547,0.0315351045252528,0.0523597777219669,0.0712439970724867,0.0486422707461205,0.0431396927707887,0.0345608135815633,0.0145981731333278,-0.0137809372434632,0.0381460145585396,-0.0018039687312086,0.00254401482604674,0.0573653367584491,0.00396032901194875,-0.00122265996467864,0.0340980567418149,0.0157125700560449,0.0233280973229505,0.0350586519981444,0.0160260763275839,-0.0189436837228456,0.0783870359902017,0.0270605801332059,0.0178793480087381,0.025728987993139,0.0515336826225892,-0.0164275677832324,-0.034662413609782,0.013985896292307,0.0285780476907548,0.00950650312116171,0.0323187951051146,0.0187913157276602,0.0439088375143467,0.027510133563692
"5","12",0.14549396700554,0.0820620201035053,0.0834108041163813,0.0861123816072041,0,0.11488109329841,0.144148936950118,0.0927364282894577,0.0940484407485413,0.122103216308648,0.133130806851719,0.0730913720866633,0.142585645700523,0.143150073519679,0.0640150065480613,0.134634346664316,0.0974692063679068,0.106307095237012,0.123954712825631,0.14474013170239,0.150847889270806,0.135472614592585,0.0599219621414771,0.136975707912121,0.15588505005154,0.067430488404922,0.0682035246289484,0.0937639301024198,0.0870023429023674,0.114883451752856,0.133358787775227,0.109392786514333,0.126900455939931,0.111914106398797,0.134364052815953,0.11206400669351,0.137645947222785,0.117446940784361,0.128968387140077,0.133013387218995,0.121412878723368,0.115421292827464,0.143643534446589,0.135199225142781,0.127679782903664,0.134341486518488,0.169854578802568,0.0781726608498263,0.145125056162947,0.158639897876291,0.134670390115935,0.115283693985347,0.117733184049608,0.1422016043945,0.0707657665837405,0.140906040268456,0.12039614103987,0.113315998357739,0.147161528484486,0.0979090138457192,0.0985840707964602,0.153645661497856
"6","13",0.15401353539131,0.0950483833171777,0.0802688479589831,0.0717050829263705,0.11488109329841,0,0.123624015845516,0.0994695463444989,0.0663623144487449,0.128482034339641,0.104791660385323,0.0677099675153797,0.146980108499096,0.166432416219709,0.0573532471137681,0.134098767733012,0.10032768160952,0.114464203376768,0.142516195022162,0.15484422768962,0.144463111358215,0.114657793417207,0.0798386706347314,0.163427578665834,0.146702369223753,0.0740066484097833,0.0640797716091478,0.107754957341841,0.0831490828690707,0.162347575340659,0.120703009737386,0.0972122706128253,0.157310813048518,0.166477180445022,0.163464669488766,0.114386584289497,0.157597876575979,0.102238137869293,0.145792241946088,0.163100724160632,0.145982963086688,0.105747525612085,0.132554945054945,0.125191359074673,0.127041430290528,0.162354892205639,0.146345628415301,0.119939526289266,0.208359229334991,0.181462140992167,0.10375702247191,0.174323675364175,0.167270332565031,0.161448942796263,0.0797833935018051,0.128694158075601,0.139774068453886,0.10609756097561,0.156560636182903,0.148650913356796,0.158599899514319,0.153615461512829
"7","30",0.14975434105377,0.0643297475923375,0.068164133937904,0.0791891866867546,0.144148936950118,0.123624015845516,0,0.0890315990466053,0.0774172814351172,0.120831055221432,0.140103625079787,0.0823620312177505,0.154935162799314,0.130190629724643,0.0705693139865609,0.12531675642024,0.103860121578268,0.123689864942669,0.0856121054673662,0.157503201732432,0.147919373472663,0.128001502838389,0.0690791021501474,0.175438529036156,0.148129055543191,0.06683052428095,0.0563349548950903,0.0902733145475676,0.0666721580728423,0.11439818181126,0.102635221049441,0.0724012332853861,0.144413997291253,0.107441792164989,0.101148707498644,0.0863252062825096,0.0822109941362354,0.061044246255087,0.0914052738870257,0.12058445728966,0.0587750759356821,0.071550169394394,0.0918854017276457,0.0763473554077985,0.091018807201046,0.0928208482165317,0.0954728217896738,0.038477537437604,0.119472672342763,0.121923371772497,0.0834935735249469,0.0973094390975718,0.102825007833501,0.0670434112509633,0.0658144102546432,0.0731300335427628,0.0896655267328385,0.0890741262449663,0.0946752447924459,0.0727133236723212,0.114707654232541,0.0972054468141432
"8","28",0.0898865586651639,0.000686823536773346,0.0315044589779006,0.00594059493912378,0.0927364282894577,0.0994695463444989,0.0890315990466053,0,0.013814744350925,0.079431877958969,0.0546323078951246,0.0154727805901401,0.0964211127304416,0.0911398875167312,-0.00826841817051266,0.0807520233895237,0.0362795192544851,0.0722878254413865,0.0271167681239624,0.0819745339178857,0.104031277414423,0.0608954583255091,0.015683676249384,0.144186046511628,0.116293729267694,-0.00894757894151924,0.0243803909068243,0.0604197079478981,0.0107824248390297,0.0464538329191359,0.0470316938938043,0.0233297985153765,0.0681936491410724,0.027124773960217,0.0190528034839412,0.0466321243523316,0.0498194945848376,0.0201342281879195,-0.00109849871841816,0.0788237341221507,0.0379071009076348,0.0108538350217077,0.0279248037963132,0.0240174672489083,0.0456521739130435,0.0280373831775701,0.046969976054522,0.0048868778280543,0.0561679790026247,0.0728594220882822,0.0292871615398784,0.0404542228530873,0.0408570909751226,0.049812533476165,0.022075055187638,0.00560747663551402,0.0137639933932832,0.0347160405910628,0.00998890122086571,0.0601288475304223,-0.0243516135418729,0.00663716814159292
"9","4",0.0969688571219948,0.03022134634449,0.0485563938764065,0.0273460666716351,0.0940484407485413,0.0663623144487449,0.0774172814351172,0.013814744350925,0,0.0825226698764927,0.061029384182098,0.030684134736153,0.0854643358858815,0.0786280577453898,0.0150904506484983,0.0949597627876433,0.0587263115372693,0.0662005573758668,0.0416024131094203,0.090181970803096,0.105445295981123,0.0661981641095607,0.0232149492052046,0.122664099674216,0.0840925628336761,0.020147722701572,0.0359590988667317,0.0620342470677929,0.00473965684035124,0.059046066800259,0.0786943808985342,0.0185210076271332,0.0713746595346701,0.0441811426850086,0.00942955516722324,0.0339738186572171,0.0389808917197452,-0.0282196935103837,-0.0114926394469496,0.0562169312169312,0.00244532942080628,-0.00482718671558214,0.0239209658197897,0.00269851494629088,0.0224525043177893,0.0512358869950026,0.0216857396666144,0.00198704103671709,0.0795084346676128,0.0718794408275224,0.0386293787037509,0.0344584145767498,0.0476686025042801,0.0481269074688936,0.0227049052955091,0.00814974499185028,0.0323823158468828,0.0251642071142199,0.034261132742761,0.0170483064195095,0.0281980742778542,0.0369552289525104
"10","51",0.154299244983534,0.0649492960990505,0.0582253193955088,0.0717386404634508,0.122103216308648,0.128482034339641,0.120831055221432,0.079431877958969,0.0825226698764927,0,0.118612222118873,0.0528274384289459,0.149195429737091,0.115917640326858,0.0536836219176396,0.136258877627094,0.0992889404921053,0.123556503608384,0.120695904313157,0.154290571111412,0.137598632582107,0.137051431205945,0.0468541108370988,0.199318568994889,0.158589433959255,0.0353803499348184,0.0332136900222605,0.125825131761717,0.0554003861629844,0.137755102040816,0.0902382135892632,0.0855397148676171,0.189260418382474,0.0895196506550218,0.0934408208134848,0.108727810650888,0.104657534246575,0.07996953541508,0.098066783831283,0.16510067114094,0.101740534720976,0.114997350291468,0.129967776584318,0.109090909090909,0.109237668161435,0.134736842105263,0.137437365783822,0.0893617021276596,0.183673469387755,0.174047373841401,0.0949926362297496,0.120913336792942,0.101658255227109,0.162037825864713,0.0853635856425516,0.11083348206318,0.124781544914366,0.069562016930438,0.125837151921043,0.0945054945054945,0.125722543352601,0.097163769441903
"11","56",0.123938985557647,0.0701836700636636,0.0683339524575725,0.0590035296905535,0.133130806851719,0.104791660385323,0.140103625079787,0.0546323078951246,0.061029384182098,0.118612222118873,0,0.0552304461508775,0.124837678281081,0.138209008897898,0.0449080244423287,0.143604999412379,0.0733921771273708,0.104236132702261,0.0967962994689053,0.112289936021503,0.144826501518434,0.122048188887257,0.0602119274650001,0.1752344469942,0.109548530323168,0.0466180281907059,0.0467676742054972,0.0973654735860068,0.0376909232506232,0.130668716372022,0.105137137864122,0.0615035024131909,0.121352785145889,0.0989715056482887,0.0775538093611206,0.0629865534324134,0.075039082855654,0.0431458219552158,0.0898820402060143,0.0841217959745399,0.0872437743520244,0.0650702758979698,0.0284299339691857,0.0600417681865646,0.0407387289516568,0.0671866690303138,0.0561169252977265,0.0695296523517383,0.093256327501274,0.0883882149046794,0.0891938250428817,0.0815428861444764,0.101471334348047,0.0900102284350495,0.0384615384615385,0.0217391304347827,0.0929994890137967,0.0718365933875715,0.0565271153506448,0.0801321049887016,0.082943722943723,0.0552603613177471
"12","57",0.0802470667286568,0.0285063107796767,0.0133452986120723,0.0239753370502757,0.0730913720866633,0.0677099675153797,0.0823620312177505,0.0154727805901401,0.030684134736153,0.0528274384289459,0.0552304461508775,0,0.0796726326941762,0.0807154109906404,0.0199091661608494,0.0747734122881883,0.0571629132260387,0.0556395714481946,0.0402985827407072,0.0861137194687084,0.0842799607474397,0.0673448026997963,0.0181225667186568,0.0726035170417519,0.0740553440490881,0.00874356473893506,0.0264723065295919,0.0474282900587751,0.022305628441278,0.063585639851571,0.0635948266561002,0.00779763507503672,0.0226214921286791,0.0344120711093189,0.0408645840271765,0.0337273873198652,0.0419663665476251,0.0116430393364683,0.0010519962059154,0.0411072987108166,0.0373468977980056,0.00980375324073287,0.0150274639859054,0.0370925565049385,0.0188050627694105,0.0405623570563703,0.0508531281365006,0.00259276429883762,0.0762705056315173,0.0733898498881104,0.0230732473206363,0.0330838123245556,0.0334178070620038,0.0278140750420012,0.00104950148679385,0.0454128822598118,0.0447343895619758,0.0416542201865313,0.0338156095419784,0.0110019374481041,0.0599525128611002,0.0274560347312905
"13","27",0.156155299394865,0.07186659521685,0.0660517798059833,0.0393719211384811,0.142585645700523,0.146980108499096,0.154935162799314,0.0964211127304416,0.0854643358858815,0.149195429737091,0.124837678281081,0.0796726326941762,0,0.163107346354689,0.0625460823129045,0.156541802928946,0.111112596657863,0.123562932472102,0.144810543657331,0.185634424928396,0.172284622809464,0.114756801319044,0.0851399872382162,0.188175393322679,0.158940454087362,0.0511566608024066,0.0704851594769581,0.124561256219482,0.0623138116862107,0.113200499091161,0.166521885333184,0.109437190520035,0.124225682236732,0.135887360838245,0.108285618053217,0.10922035075534,0.142031379025599,0.119864176570458,0.0545874822190612,0.126817042606516,0.119559779889945,0.112491605104097,0.116669492962523,0.146123905287058,0.123862487360971,0.114152892561984,0.112822287593009,0.104447776111944,0.162326250199712,0.184022824536377,0.144249834765367,0.0974901826873827,0.145693191140279,0.105236051502146,0.143306825712392,0.114762386248736,0.129341713529606,0.110287927260482,0.0733474726051609,0.111583602653513,0.138246547995342,0.106459330143541
"14","77",0.138541641228786,0.0790680591377663,0.0970551708279782,0.0833534076629298,0.143150073519679,0.166432416219709,0.130190629724643,0.0911398875167312,0.0786280577453898,0.115917640326858,0.138209008897898,0.0807154109906404,0.163107346354689,0,0.0572759916502161,0.150518444832542,0.108761898158506,0.12408400394241,0.111951056573257,0.166813920587133,0.146861488719274,0.13063034529911,0.0693746058803417,0.14762216857277,0.143716545097827,0.0619190893016489,0.0780628482336508,0.140516489044537,0.0829871901516805,0.132183655671316,0.128302783359919,0.0960126938697018,0.145223857842224,0.11204100847369,0.125849173128388,0.131326736776667,0.112318267320641,0.0653382158856442,0.0890322580645162,0.156872493453979,0.123320198909097,0.0931093747231525,0.128415819365085,0.103939250118652,0.127988942639945,0.0908500036108905,0.148651864948489,0.0998839967449834,0.152602753408467,0.155785976745357,0.114975271316475,0.140755778158644,0.092331656312105,0.0896930139147899,0.0869494496755888,0.138848210332732,0.101419986172419,0.108193974094892,0.116285550079242,0.14303124682623,0.10680334846765,0.100981592914071
"15","39",0.101199676199695,0.00735709055369181,0.00985400075651052,0.0239722091320171,0.0640150065480613,0.0573532471137681,0.0705693139865609,-0.00826841817051266,0.0150904506484983,0.0536836219176396,0.0449080244423287,0.0199091661608494,0.0625460823129045,0.0572759916502161,0,0.0709748331868795,0.0470473628757096,0.040175170061203,0.0242490638847557,0.0728844382547266,0.0720554315288277,0.0583524424867282,0.00222792730521918,0.0842168494913801,0.0750123903224067,-0.000554244916249977,0.00283073301117052,0.0441281313138647,0.00676688355110534,0.020657944056924,0.048968639710868,0.00687568943058529,0.0177810675220002,-0.0130167936871922,0.0171389396709324,0.0205099412114407,0.0190110306847599,-0.00333580429948102,-0.017144009681323,0.0362582861178435,-0.000565968638678888,-0.0338834901537353,0.017136831004482,0.00536153224343014,0.0115502527135638,-0.0215879231284455,0.0159019682623908,-0.00865520392059133,0.0222352538728437,0.0630154333201425,-0.00763873665750459,-0.000978003215807103,0.0113981762917934,-0.00928813445038173,-0.0391555772312408,-0.019746506781456,-0.00546264955259887,0.00449082023510773,-0.00623686643691678,-0.019979184794663,0.0135338844070437,0.0154165773549441
